policy_id,product_type,region,client_age,risk_score,start_date,end_date,duration_months,premium
P001471,Home,Central,31,45.26,2020-10-25,2021-10-20,12,1693.32
P001472,Life,North,50,67.38,2019-02-02,2020-01-28,12,676.91
P001473,Home,South,40,57.62,2019-12-23,2020-12-17,12,1643.62
P001474,Health,Central,34,26.14,2020-06-27,2021-06-22,12,1595.18
P001475,Life,East,56,57.86,2019-04-18,2020-04-12,12,650.25
P001476,Health,North,33,59.08,2019-09-17,2020-09-11,12,3239.26
P001477,Home,Central,38,43.48,2021-05-12,2022-05-07,12,1225.53
P001478,Auto,West,46,27.57,2021-12-13,2022-12-08,12,773.74
P001479,Home,Central,65,50.12,2019-08-21,2020-08-15,12,1561.18
P001480,Auto,West,47,49.88,2019-05-11,2020-05-05,12,996.15
P001481,Home,West,52,33.18,2021-09-02,2022-08-28,12,1259.43
P001482,Home,South,40,28.23,2021-07-07,2022-01-03,6,489.8
P001483,Home,South,43,48.69,2021-01-11,2022-01-06,12,1720.96
P001484,Auto,Central,44,46.5,2021-11-17,2022-05-16,6,571.2
P001485,Auto,Central,49,43.74,2022-04-30,2023-04-25,12,929.24
P001486,Home,East,40,48.75,2019-08-12,2020-08-06,12,1835.51
P001487,Health,North,65,33.46,2021-07-14,2022-07-09,12,1923.84
P001488,Auto,North,39,43.48,2021-10-28,2022-10-23,12,958.67
P001489,Home,Central,19,58.0,2020-03-29,2021-03-24,12,1879.4
P001490,Life,South,86,44.75,2022-06-13,2023-06-08,12,558.74
P001491,Home,East,40,24.92,2019-03-30,2019-09-26,6,451.85
P001492,Auto,North,64,42.91,2022-09-11,2023-09-06,12,767.46
P001493,Home,Central,66,33.95,2021-12-03,2022-06-01,6,730.34
P001494,Auto,South,59,54.01,2020-09-09,2021-03-08,6,496.34
P001495,Health,South,42,54.78,2021-07-27,2022-07-22,12,2594.3
P001496,Auto,South,49,25.12,2022-08-10,2023-08-05,12,623.39
P001497,Auto,West,25,61.39,2019-03-05,2020-02-28,12,1244.48
P001498,Auto,South,74,33.32,2019-05-05,2020-04-29,12,737.33
P001499,Auto,Central,32,73.39,2021-09-07,2022-09-02,12,1217.76
P001500,Life,East,41,49.27,2021-04-02,2022-03-28,12,638.08
P001501,Auto,Central,46,31.3,2021-05-23,2022-05-18,12,693.07
P001502,Auto,South,43,32.87,2022-11-06,2023-11-01,12,780.25
P001503,Home,East,35,55.22,2019-08-10,2020-02-06,6,908.73
P001504,Auto,North,65,44.13,2021-10-01,2022-09-26,12,969.37
P001505,Auto,North,59,48.55,2022-12-29,2023-12-24,12,995.43
P001506,Life,Central,49,74.19,2021-06-27,2022-06-22,12,823.75
P001507,Life,East,39,39.51,2019-05-31,2020-05-25,12,525.07
P001508,Health,Central,60,50.9,2019-06-15,2020-06-09,12,3031.43
P001509,Life,East,38,71.3,2020-10-21,2021-10-16,12,721.02
P001510,Home,East,68,54.06,2022-05-30,2023-05-25,12,1606.26
P001511,Auto,Central,46,25.9,2019-10-31,2020-10-25,12,718.98
P001512,Life,East,63,57.58,2019-05-15,2020-05-09,12,750.63
P001513,Life,South,43,32.55,2019-09-16,2020-09-10,12,548.64
P001514,Life,East,46,71.1,2020-07-17,2021-01-13,6,390.37
P001515,Home,East,63,37.66,2022-07-02,2022-12-29,6,657.51
P001516,Auto,Central,77,94.54,2022-07-20,2023-01-16,6,792.45
P001517,Life,North,68,72.01,2022-04-13,2023-04-08,12,610.56
P001518,Life,West,58,38.05,2022-01-28,2023-01-23,12,450.3
P001519,Health,East,53,50.3,2022-12-29,2023-06-27,6,1178.59
P001520,Auto,West,37,61.3,2020-10-27,2021-10-22,12,1071.82
P001521,Auto,East,49,61.75,2021-02-19,2021-08-18,6,502.08
P001522,Auto,Central,31,56.64,2022-05-08,2023-05-03,12,1160.61
P001523,Life,Central,50,68.78,2021-12-22,2022-12-17,12,766.01
P001524,Auto,East,51,48.16,2020-08-26,2021-02-22,6,478.46
P001525,Auto,Central,18,44.5,2021-07-18,2022-07-13,12,816.68
P001526,Health,Central,45,44.8,2021-11-01,2022-04-30,6,1166.78
P001527,Auto,East,51,62.88,2022-05-24,2022-11-20,6,425.65
P001528,Life,North,43,55.48,2021-05-31,2022-05-26,12,655.25
P001529,Auto,East,50,54.37,2019-07-23,2020-07-17,12,1059.09
P001530,Life,North,24,61.93,2022-12-08,2023-12-03,12,731.76
P001531,Home,Central,33,19.23,2019-08-23,2020-08-17,12,798.15
P001532,Health,North,60,54.65,2022-09-02,2023-08-28,12,2698.84
P001533,Health,Central,45,53.28,2022-08-26,2023-08-21,12,2327.79
P001534,Auto,North,50,75.03,2022-02-03,2022-08-02,6,597.35
P001535,Auto,North,36,27.07,2020-03-16,2021-03-11,12,776.88
P001536,Auto,East,45,73.36,2021-05-30,2021-11-26,6,769.1
P001537,Home,North,18,51.13,2021-07-13,2022-01-09,6,764.07
P001538,Life,Central,57,57.33,2020-04-12,2021-04-07,12,624.41
P001539,Home,East,72,75.14,2021-04-27,2021-10-24,6,994.68
P001540,Home,North,29,58.41,2020-11-25,2021-11-20,12,1806.45
P001541,Auto,East,30,56.01,2021-07-17,2022-07-12,12,1138.7
P001542,Life,West,51,53.63,2021-03-27,2021-09-23,6,415.57
P001543,Health,East,67,42.75,2021-05-01,2022-04-26,12,2119.22
P001544,Auto,West,44,49.57,2019-07-14,2020-01-10,6,509.97
P001545,Home,West,26,39.27,2020-10-02,2021-09-27,12,1509.28
P001546,Auto,East,41,49.33,2021-05-24,2022-05-19,12,1139.38
P001547,Home,Central,29,14.96,2020-10-02,2021-09-27,12,699.76
P001548,Home,Central,34,56.44,2022-09-24,2023-09-19,12,1615.38
P001549,Auto,Central,40,48.17,2020-06-06,2020-12-03,6,561.62
P001550,Home,South,31,44.96,2021-02-05,2022-01-31,12,1816.65
P001551,Auto,West,33,53.3,2019-11-09,2020-11-03,12,1112.77
P001552,Home,East,46,28.5,2022-11-07,2023-11-02,12,1072.06
P001553,Home,Central,48,78.94,2021-08-29,2022-08-24,12,1816.97
P001554,Auto,Central,23,48.46,2019-05-18,2020-05-12,12,1199.29
P001555,Life,East,50,47.81,2019-07-06,2020-01-02,6,326.46
P001556,Life,West,39,35.52,2019-06-24,2019-12-21,6,236.3
P001557,Auto,East,55,50.36,2019-07-10,2020-07-04,12,983.92
P001558,Auto,South,56,70.8,2021-06-03,2022-05-29,12,1288.36
P001559,Life,South,36,65.54,2019-07-17,2020-07-11,12,781.88
P001560,Health,East,54,62.82,2021-02-02,2022-01-28,12,2625.1
P001561,Auto,West,32,58.2,2019-09-24,2020-09-18,12,1030.94
P001562,Auto,Central,64,44.62,2022-02-13,2022-08-12,6,390.41
P001563,Auto,South,33,28.25,2019-05-03,2020-04-27,12,815.84
P001564,Home,South,50,46.98,2022-04-16,2022-10-13,6,698.13
P001565,Auto,West,42,46.46,2022-02-24,2023-02-19,12,1002.17
P001566,Auto,South,29,65.73,2022-02-24,2023-02-19,12,1357.83
P001567,Home,South,58,54.64,2020-11-06,2021-11-01,12,1618.34
P001568,Home,West,35,74.18,2022-10-04,2023-04-02,6,956.69
P001569,Auto,East,19,67.96,2019-09-08,2020-09-02,12,1239.09
P001570,Home,Central,18,43.15,2021-04-21,2022-04-16,12,1385.4
P001571,Home,Central,31,23.07,2020-12-25,2021-12-20,12,1141.78
P001572,Auto,South,65,70.78,2022-09-24,2023-03-23,6,644.1
P001573,Auto,Central,63,70.39,2021-05-16,2022-05-11,12,1176.92
P001574,Life,East,34,29.51,2019-04-16,2020-04-10,12,520.71
P001575,Auto,South,39,72.64,2020-08-12,2021-02-08,6,714.08
P001576,Life,Central,38,55.73,2022-05-14,2022-11-10,6,289.29
P001577,Health,North,24,52.41,2020-10-01,2021-03-30,6,1483.29
P001578,Auto,North,30,74.22,2020-12-21,2021-12-16,12,1337.71
P001579,Auto,North,59,70.17,2019-08-01,2020-07-26,12,1277.22
P001580,Home,North,52,59.77,2022-03-29,2023-03-24,12,1844.56
P001581,Life,North,49,57.1,2021-11-05,2022-05-04,6,319.9
P001582,Health,South,24,59.25,2020-03-11,2021-03-06,12,3042.52
P001583,Life,West,46,44.0,2019-11-13,2020-11-07,12,558.15
P001584,Auto,West,18,49.17,2022-09-06,2023-09-01,12,844.01
P001585,Home,South,57,36.47,2021-09-14,2022-09-09,12,1131.1
P001586,Home,South,48,45.0,2020-04-04,2020-10-01,6,744.98
P001587,Home,East,24,44.5,2019-08-10,2020-08-04,12,1268.54
P001588,Auto,West,69,40.47,2020-12-18,2021-12-13,12,1028.23
P001589,Auto,North,18,52.05,2022-02-13,2023-02-08,12,1146.45
P001590,Life,South,52,45.14,2021-01-22,2022-01-17,12,667.03
P001591,Home,North,53,57.53,2019-08-24,2020-08-18,12,1655.95
P001592,Auto,West,26,25.67,2020-07-24,2021-07-19,12,726.3
P001593,Auto,Central,44,48.3,2022-03-21,2022-09-17,6,431.33
P001594,Life,Central,20,51.97,2020-04-08,2020-10-05,6,351.74
P001595,Life,South,18,45.34,2021-05-28,2022-05-23,12,612.46
P001596,Auto,East,28,47.41,2022-02-22,2023-02-17,12,1023.89
P001597,Auto,North,35,26.22,2022-06-27,2022-12-24,6,417.65
P001598,Auto,South,54,55.35,2022-06-10,2022-12-07,6,499.86
P001599,Health,East,46,59.71,2022-10-14,2023-04-12,6,1378.05
P001600,Home,North,46,57.4,2022-08-09,2023-08-04,12,1686.55
P001601,Home,West,29,65.58,2022-02-14,2022-08-13,6,806.95
P001602,Home,Central,37,53.02,2019-02-23,2020-02-18,12,1525.2
P001603,Auto,East,31,57.18,2022-06-01,2022-11-28,6,569.85
P001604,Life,North,26,52.34,2022-09-09,2023-09-04,12,621.64
P001605,Home,South,36,60.31,2022-11-21,2023-05-20,6,953.11
P001606,Auto,North,46,26.34,2020-07-01,2021-06-26,12,607.89
P001607,Auto,South,36,36.6,2019-03-01,2019-08-28,6,466.71
P001608,Home,Central,40,73.8,2020-01-05,2020-12-30,12,2055.9
P001609,Health,Central,55,13.09,2020-07-13,2021-01-09,6,656.74
P001610,Auto,North,37,47.9,2022-12-10,2023-12-05,12,884.69
P001611,Life,North,24,67.58,2020-09-24,2021-09-19,12,599.4
P001612,Life,South,53,48.6,2020-11-26,2021-11-21,12,565.64
P001613,Auto,South,48,43.92,2020-12-19,2021-12-14,12,1024.12
P001614,Auto,East,49,51.94,2019-01-13,2020-01-08,12,1017.54
P001615,Auto,East,54,44.7,2020-01-07,2021-01-01,12,1045.3
P001616,Life,East,51,50.46,2019-10-21,2020-10-15,12,589.49
P001617,Auto,North,45,39.75,2022-03-05,2023-02-28,12,939.01
P001618,Auto,East,80,66.63,2022-09-08,2023-09-03,12,1113.49
P001619,Home,North,25,71.35,2021-03-31,2022-03-26,12,1702.36
P001620,Life,Central,36,48.0,2019-05-23,2020-05-17,12,603.47
P001621,Auto,West,59,29.2,2019-10-18,2020-10-12,12,700.5
P001622,Home,Central,47,42.14,2022-07-20,2023-01-16,6,574.46
P001623,Home,North,56,47.24,2019-03-04,2020-02-27,12,1423.88
P001624,Home,North,47,57.58,2019-07-07,2020-07-01,12,1653.86
P001625,Life,West,65,34.88,2021-12-22,2022-06-20,6,288.24
P001626,Auto,South,29,38.46,2020-03-16,2021-03-11,12,942.23
P001627,Life,South,65,57.66,2021-02-09,2021-08-08,6,382.85
P001628,Home,South,62,64.08,2021-05-09,2022-05-04,12,1879.75
P001629,Home,East,26,40.68,2021-07-18,2022-01-14,6,688.28
P001630,Home,South,54,30.0,2020-11-29,2021-11-24,12,999.9
P001631,Home,East,44,99.26,2019-11-19,2020-11-13,12,2422.45
P001632,Auto,East,35,61.75,2021-01-27,2022-01-22,12,1209.09
P001633,Home,South,18,45.99,2020-09-30,2021-09-25,12,1635.92
P001634,Home,South,29,63.04,2020-10-26,2021-10-21,12,1853.77
P001635,Home,West,55,48.13,2022-03-08,2023-03-03,12,1648.22
P001636,Auto,West,57,63.01,2022-05-06,2022-11-02,6,518.4
P001637,Health,East,41,52.39,2019-06-23,2020-06-17,12,2487.76
P001638,Home,West,57,51.37,2019-04-18,2019-10-15,6,795.06
P001639,Auto,East,59,48.3,2019-11-15,2020-11-09,12,1093.33
P001640,Home,North,47,28.29,2019-11-19,2020-11-13,12,1093.11
P001641,Life,East,34,79.07,2022-06-19,2023-06-14,12,836.07
P001642,Life,East,51,35.88,2019-04-12,2020-04-06,12,554.77
P001643,Home,West,52,29.6,2022-10-12,2023-10-07,12,1005.26
P001644,Life,North,55,46.81,2019-06-17,2020-06-11,12,697.69
P001645,Auto,Central,57,35.58,2020-07-11,2021-01-07,6,377.13
P001646,Home,Central,24,49.22,2021-06-26,2022-06-21,12,1200.87
P001647,Life,Central,37,60.32,2022-09-17,2023-03-16,6,351.55
P001648,Life,North,18,64.93,2021-05-18,2022-05-13,12,862.15
P001649,Home,South,56,62.22,2021-09-21,2022-09-16,12,1820.83
P001650,Life,North,41,45.42,2022-05-28,2023-05-23,12,635.01
P001651,Auto,West,51,50.74,2021-06-24,2021-12-21,6,506.53
P001652,Life,East,22,56.12,2021-04-28,2022-04-23,12,660.68
P001653,Auto,East,66,23.63,2020-07-13,2021-01-09,6,288.98
P001654,Auto,West,27,58.56,2020-03-17,2021-03-12,12,853.57
P001655,Auto,West,56,28.14,2021-11-15,2022-05-14,6,376.08
P001656,Home,East,46,80.61,2019-08-22,2020-08-16,12,2320.18
P001657,Auto,South,42,43.93,2020-12-07,2021-12-02,12,959.07
P001658,Auto,South,40,47.23,2021-05-30,2022-05-25,12,1027.05
P001659,Auto,South,35,38.45,2019-08-16,2020-08-10,12,997.82
P001660,Auto,West,64,40.55,2020-08-03,2021-07-29,12,915.75
P001661,Home,East,45,84.11,2022-10-20,2023-10-15,12,2088.05
P001662,Home,East,25,64.11,2022-10-21,2023-10-16,12,1610.41
P001663,Auto,East,39,26.76,2022-04-29,2023-04-24,12,866.95
P001664,Life,North,46,72.56,2021-09-23,2022-09-18,12,836.02
P001665,Life,North,58,67.9,2021-12-15,2022-12-10,12,687.61
P001666,Life,Central,35,45.78,2022-09-28,2023-09-23,12,523.86
P001667,Auto,North,36,54.6,2020-09-23,2021-03-22,6,593.71
P001668,Life,South,45,49.78,2019-04-04,2020-03-29,12,558.68
P001669,Auto,South,58,79.59,2020-03-27,2020-09-23,6,803.14
P001670,Auto,South,24,38.06,2021-03-20,2022-03-15,12,620.57
P001671,Auto,South,52,52.19,2022-05-12,2023-05-07,12,1172.28
P001672,Life,Central,38,43.58,2019-04-23,2020-04-17,12,604.94
P001673,Auto,South,40,28.5,2019-01-16,2020-01-11,12,750.8
P001674,Auto,West,75,82.87,2020-02-23,2021-02-17,12,1369.97
P001675,Auto,West,42,32.28,2020-09-09,2021-09-04,12,936.23
P001676,Life,West,56,53.3,2020-03-08,2021-03-03,12,695.69
P001677,Home,North,55,23.89,2019-10-09,2020-04-06,6,468.49
P001678,Auto,East,27,44.01,2020-06-07,2021-06-02,12,768.58
P001679,Home,Central,18,56.33,2020-08-15,2021-02-11,6,821.28
P001680,Home,West,57,37.63,2020-11-02,2021-10-28,12,1277.2
P001681,Home,West,28,58.8,2019-09-03,2020-08-28,12,1406.35
P001682,Auto,South,20,45.96,2019-01-16,2020-01-11,12,946.25
P001683,Life,West,60,67.4,2021-10-15,2022-10-10,12,712.14
P001684,Auto,South,29,70.43,2021-05-31,2022-05-26,12,1246.32
P001685,Home,South,33,41.2,2019-12-26,2020-06-23,6,719.49
P001686,Auto,East,74,51.15,2019-09-22,2020-09-16,12,1165.12
P001687,Auto,North,20,52.75,2021-02-17,2022-02-12,12,1126.89
P001688,Auto,South,26,59.29,2021-12-26,2022-12-21,12,1031.29
P001689,Home,South,38,50.22,2022-12-12,2023-12-07,12,1559.44
P001690,Auto,East,41,52.85,2020-04-16,2021-04-11,12,1040.73
P001691,Life,South,31,46.35,2021-10-21,2022-04-19,6,259.01
P001692,Auto,Central,27,51.73,2022-02-18,2023-02-13,12,1061.41
P001693,Home,North,67,69.47,2022-09-30,2023-09-25,12,2194.03
P001694,Life,Central,48,59.69,2020-12-26,2021-06-24,6,349.97
P001695,Home,West,53,60.52,2019-05-28,2020-05-22,12,1420.05
P001696,Life,North,42,60.85,2021-03-24,2021-09-20,6,354.26
P001697,Home,West,49,47.69,2019-03-28,2019-09-24,6,640.7
P001698,Auto,South,58,54.78,2021-06-12,2021-12-09,6,574.34
P001699,Life,East,30,33.72,2019-02-08,2020-02-03,12,529.3
P001700,Auto,Central,48,69.03,2021-07-30,2022-07-25,12,1207.37
P001701,Home,West,55,8.26,2019-06-09,2020-06-03,12,723.89
P001702,Life,South,68,48.69,2020-10-03,2021-09-28,12,602.12
P001703,Auto,Central,74,67.11,2022-03-25,2023-03-20,12,1206.32
P001704,Auto,Central,46,29.54,2021-05-29,2022-05-24,12,696.22
P001705,Home,West,62,56.0,2022-03-20,2023-03-15,12,1384.85
P001706,Life,South,18,39.79,2021-04-08,2021-10-05,6,305.44
P001707,Health,East,68,44.47,2022-12-24,2023-12-19,12,2244.14
P001708,Home,West,34,64.19,2022-08-04,2023-01-31,6,892.37
P001709,Home,Central,41,52.97,2021-05-05,2022-04-30,12,1597.78
P001710,Health,Central,51,19.48,2020-08-15,2021-08-10,12,1635.42
P001711,Auto,North,42,35.35,2019-08-24,2020-02-20,6,363.73
P001712,Auto,South,47,64.63,2021-04-09,2021-10-06,6,489.28
P001713,Life,North,68,56.73,2019-02-12,2020-02-07,12,635.71
P001714,Life,East,39,76.22,2020-10-27,2021-10-22,12,854.16
P001715,Life,West,28,75.24,2019-12-18,2020-06-15,6,377.51
P001716,Home,Central,72,44.87,2022-06-19,2023-06-14,12,1357.7
P001717,Auto,South,52,87.55,2021-07-31,2022-01-27,6,879.59
P001718,Home,Central,73,50.37,2022-11-13,2023-11-08,12,1228.62
P001719,Auto,North,57,35.56,2021-01-11,2022-01-06,12,764.3
P001720,Auto,North,25,40.5,2019-06-30,2019-12-27,6,527.02
P001721,Life,West,54,16.15,2021-06-13,2021-12-10,6,184.73
P001722,Auto,South,30,74.11,2019-08-05,2020-02-01,6,599.15
P001723,Life,South,45,73.92,2020-05-13,2021-05-08,12,898.42
P001724,Home,West,43,34.77,2021-06-11,2021-12-08,6,616.32
P001725,Home,North,20,46.58,2022-04-21,2023-04-16,12,1388.34
P001726,Auto,North,32,51.43,2021-03-31,2021-09-27,6,518.36
P001727,Auto,North,78,35.59,2021-12-09,2022-12-04,12,772.65
P001728,Auto,Central,48,23.67,2019-06-11,2020-06-05,12,614.44
P001729,Health,East,42,46.84,2021-03-21,2022-03-16,12,2377.88
P001730,Life,North,72,45.18,2020-09-27,2021-09-22,12,529.32
P001731,Home,East,39,44.17,2020-11-26,2021-11-21,12,1396.55
P001732,Auto,East,43,53.34,2020-03-29,2021-03-24,12,1076.94
P001733,Health,South,59,71.44,2020-11-13,2021-11-08,12,3411.33
P001734,Auto,West,38,45.45,2019-12-11,2020-12-05,12,1052.03
P001735,Auto,Central,33,52.56,2019-06-06,2019-12-03,6,494.45
P001736,Home,East,18,60.9,2021-11-11,2022-11-06,12,1780.91
P001737,Health,Central,30,58.31,2022-07-20,2023-07-15,12,2884.71
P001738,Auto,South,30,40.78,2019-08-22,2020-02-18,6,459.26
P001739,Auto,North,47,51.45,2021-12-22,2022-12-17,12,968.62
P001740,Health,East,35,58.21,2021-11-10,2022-11-05,12,2463.96
P001741,Auto,West,77,33.07,2020-02-02,2021-01-27,12,836.84
P001742,Auto,South,29,68.95,2020-12-16,2021-12-11,12,1017.9
P001743,Home,Central,66,71.47,2020-12-20,2021-12-15,12,1835.93
P001744,Life,North,48,39.16,2022-08-14,2023-02-10,6,202.43
P001745,Home,Central,57,52.91,2019-10-30,2020-10-24,12,1344.92
P001746,Health,West,56,59.63,2020-04-28,2021-04-23,12,2544.28
P001747,Home,East,18,41.82,2019-07-30,2020-01-26,6,750.56
P001748,Auto,West,44,57.22,2019-10-27,2020-04-24,6,580.71
P001749,Health,Central,41,52.45,2020-06-08,2021-06-03,12,2430.94
P001750,Home,Central,28,27.98,2020-02-09,2020-08-07,6,592.07
P001751,Auto,West,51,56.89,2019-12-22,2020-12-16,12,1178.78
P001752,Home,West,70,33.5,2022-05-18,2022-11-14,6,591.84
P001753,Auto,West,18,64.09,2019-11-10,2020-05-08,6,503.62
P001754,Auto,North,36,39.93,2022-09-04,2023-03-03,6,430.44
P001755,Auto,Central,26,47.58,2019-06-04,2020-05-29,12,961.46
P001756,Home,South,46,70.58,2019-12-29,2020-12-23,12,1639.92
P001757,Life,North,40,57.45,2022-07-10,2023-07-05,12,705.87
P001758,Home,North,35,33.81,2021-10-08,2022-10-03,12,1242.4
P001759,Health,North,55,34.78,2021-08-08,2022-02-04,6,1067.17
P001760,Auto,South,69,41.01,2022-02-28,2023-02-23,12,917.0
P001761,Auto,West,84,55.92,2022-04-01,2023-03-27,12,1149.21
P001762,Auto,Central,33,55.37,2021-07-08,2022-07-03,12,1045.35
P001763,Auto,East,18,37.35,2022-10-26,2023-04-24,6,432.66
P001764,Auto,East,53,32.49,2022-03-02,2023-02-25,12,758.46
P001765,Life,Central,69,54.22,2022-08-09,2023-02-05,6,309.13
P001766,Health,South,57,47.27,2022-07-25,2023-07-20,12,2741.7
P001767,Health,East,69,82.36,2022-07-03,2023-06-28,12,2761.45
P001768,Auto,North,41,50.55,2020-10-23,2021-10-18,12,1094.85
P001769,Life,East,35,77.21,2022-07-08,2023-07-03,12,777.63
P001770,Auto,Central,46,32.44,2020-10-09,2021-10-04,12,730.08
P001771,Auto,North,40,26.4,2019-11-06,2020-10-31,12,735.55
P001772,Life,East,54,33.2,2021-06-19,2022-06-14,12,424.67
P001773,Home,Central,59,67.84,2019-05-20,2020-05-14,12,1672.51
P001774,Auto,South,60,76.34,2021-08-18,2022-08-13,12,1204.33
P001775,Home,Central,52,38.27,2021-06-24,2022-06-19,12,1260.32
P001776,Auto,South,48,43.09,2022-07-17,2023-07-12,12,843.33
P001777,Life,North,56,32.47,2020-09-12,2021-09-07,12,572.54
P001778,Home,Central,18,22.83,2020-07-16,2021-07-11,12,1192.61
P001779,Health,West,48,60.78,2022-04-26,2022-10-23,6,1126.26
P001780,Auto,West,45,53.35,2019-04-26,2020-04-20,12,1096.82
P001781,Auto,West,48,50.16,2020-12-21,2021-06-19,6,543.98
P001782,Home,West,43,29.0,2021-11-05,2022-10-31,12,1182.92
P001783,Home,West,51,74.6,2019-06-01,2020-05-26,12,1814.94
P001784,Auto,South,36,42.45,2020-09-27,2021-09-22,12,887.2
P001785,Life,Central,61,58.0,2021-08-03,2022-07-29,12,633.74
P001786,Life,North,52,28.18,2021-07-14,2022-07-09,12,441.96
P001787,Health,West,47,47.14,2019-03-19,2020-03-13,12,2122.09
P001788,Life,West,34,54.37,2019-04-27,2020-04-21,12,650.22
P001789,Life,North,57,54.91,2021-01-25,2021-07-24,6,281.18
P001790,Home,North,48,52.32,2020-08-10,2021-08-05,12,1510.9
P001791,Life,West,33,57.42,2019-06-07,2019-12-04,6,297.83
P001792,Auto,South,44,33.04,2022-08-13,2023-08-08,12,812.95
P001793,Auto,North,54,52.96,2019-07-04,2020-06-28,12,965.16
P001794,Auto,Central,53,51.71,2022-06-13,2023-06-08,12,1050.17
P001795,Home,Central,52,53.48,2022-05-01,2022-10-28,6,865.83
P001796,Auto,South,46,51.09,2021-11-04,2022-05-03,6,587.05
P001797,Health,East,60,30.9,2021-02-26,2022-02-21,12,1439.85
P001798,Auto,South,63,30.23,2021-08-05,2022-02-01,6,349.57
P001799,Auto,West,56,16.79,2022-04-03,2022-09-30,6,291.62
P001800,Home,East,36,62.26,2022-02-09,2022-08-08,6,899.94
P001801,Auto,West,29,62.41,2019-03-26,2020-03-20,12,959.31
P001802,Auto,Central,36,62.65,2021-07-10,2022-07-05,12,1038.68
P001803,Auto,North,74,54.6,2022-03-16,2023-03-11,12,1068.96
P001804,Home,West,49,18.0,2022-08-27,2023-02-23,6,465.92
P001805,Home,Central,76,34.6,2020-01-21,2021-01-15,12,1268.98
P001806,Life,South,43,52.56,2020-10-20,2021-10-15,12,672.78
P001807,Life,West,41,52.03,2022-05-24,2023-05-19,12,661.9
P001808,Home,Central,43,46.66,2021-09-01,2022-02-28,6,733.88
P001809,Auto,North,43,55.53,2021-10-23,2022-04-21,6,536.15
P001810,Auto,West,33,50.17,2019-11-05,2020-05-03,6,534.33
P001811,Life,Central,27,51.81,2019-05-07,2020-05-01,12,495.58
P001812,Auto,West,52,40.41,2021-07-11,2022-07-06,12,1021.58
P001813,Auto,North,60,64.73,2019-07-31,2020-01-27,6,458.67
P001814,Life,West,81,43.54,2020-12-04,2021-06-02,6,257.17
P001815,Home,West,38,30.04,2019-06-22,2019-12-19,6,557.43
P001816,Auto,Central,39,38.44,2021-10-30,2022-10-25,12,919.21
P001817,Auto,East,33,44.77,2022-08-16,2023-02-12,6,328.26
P001818,Health,West,61,64.91,2019-12-20,2020-12-14,12,2939.01
P001819,Life,East,57,49.37,2019-03-22,2020-03-16,12,669.43
P001820,Life,South,31,47.21,2020-05-22,2021-05-17,12,664.15
P001821,Home,West,31,31.27,2022-12-20,2023-06-18,6,540.89
P001822,Home,East,59,61.78,2021-06-15,2021-12-12,6,830.27
P001823,Health,South,50,40.22,2021-06-18,2022-06-13,12,2070.64
P001824,Health,Central,56,48.5,2021-12-09,2022-12-04,12,2358.6
P001825,Auto,West,31,72.2,2021-12-06,2022-12-01,12,1135.73
P001826,Life,Central,18,57.63,2022-06-02,2023-05-28,12,621.56
P001827,Auto,South,31,25.58,2019-11-22,2020-05-20,6,368.83
P001828,Auto,Central,55,23.46,2021-01-15,2022-01-10,12,690.49
P001829,Home,Central,76,49.04,2021-02-02,2022-01-28,12,1555.61
P001830,Home,North,38,31.81,2020-08-02,2021-01-29,6,598.84
P001831,Health,South,79,59.73,2021-03-04,2022-02-27,12,2988.54
P001832,Auto,Central,57,50.63,2021-04-17,2022-04-12,12,1096.05
